Main_Site_ID,Hospital_Type,Number_of_Program_Sites,Number_of_DSC_Certifications,Number_of_NonDSC_Certifications,System_Affiliation,Volume_Program,Accreditation_Decision,Volume_Year,Opdate_In_eapp,Org_Volume_Category,Setting,Volume_Name,Average_Daily_Census,Visits,Beds
216789, General,5,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,44466,0
216789, General,5,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,59725,0
216790, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,Y,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,248,90520,397
216790, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,19325,0
216790, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2016,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,49880,0
497804, General,10,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,55,20075,123
497804, General,10,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,23447,0
497804, General,10,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,69334,0
216793, General,4,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,170,62050,293
216793, General,4,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,69988,0
216793, General,4,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,117756,0
16952, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,155,56575,255
16952, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,46426,0
16952, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,53509,0
216795, General,4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,13,4745,72
216795, General,4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,12279,0
216795, General,4,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,58337,0
216798, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,9,3285,59
216798, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,25033,0
216798, General,5,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,85361,0
216799, General,1,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,14,5110,91
216799, General,1,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,7618,0
216799, General,1,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,26550,0
16985, General,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,14,5110,67
16985, General,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,18701,0
16985, General,2,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,96080,0
16996, General,5,5,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,117,42705,356
16996, General,5,5,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,"Addictions, General",1,365,5
16996, General,5,5,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,11,4015,17
16996, General,5,5,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,49241,0
16996, General,5,5,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,105853,0
216802, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,105,38325,208
216802, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,42429,0
216802, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,71239,0
216803, General,15,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,80,29200,112
216803, General,15,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,35608,0
216803, General,15,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,136918,0
216804, General,4,3,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,42,15330,124
216804, General,4,3,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,28868,0
216804, General,4,3,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,94470,0
17047, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,31,11315,96
17047, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,17893,0
17047, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,18335,0
521631, General,12,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,119,43435,195
521631, General,12,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,29235,0
521631, General,12,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,128544,0
216811, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,211,77015,326
216811, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,38765,0
216811, General,3,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,133472,0
17138, General,2,4,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,84,30660,186
17138, General,2,4,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,39624,0
17138, General,2,4,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,44063,0
521632,None,0,0,0,N,HAP     ,Unaccredited,2015,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,1,365,5
521632,None,0,0,0,N,HAP     ,Unaccredited,2015,N,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,3,1095,20
521632,None,0,0,0,N,HAP     ,Unaccredited,2015,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,8175,0
521632,None,0,0,0,N,HAP     ,Unaccredited,2015,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,11784,0
20372, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,175,63875,425
20372, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,97000,0
20372, General,7,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,148999,0
252827, General,5,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,109,39785,171
252827, General,5,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,40261,0
252827, General,5,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,45380,0
216818, General,10,0,0,N,HAP     ,Unaccredited,2012,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,295,107675,412
216818, General,10,0,0,N,HAP     ,Unaccredited,2012,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,72389,0
216818, General,10,0,0,N,HAP     ,Unaccredited,2012,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,308295,0
216820, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,7,2555,123
216820, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,9263,0
216820, General,1,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,57365,0
17299, General,5,4,1,Y,HAP     ,Accreditation with Full Standards Compliance,2015,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,63,22995,149
17299, General,5,4,1,Y,HAP     ,Accreditation with Full Standards Compliance,2015,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,19638,0
17299, General,5,4,1,Y,HAP     ,Accreditation with Full Standards Compliance,2015,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,68569,0
216822, General,5,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,91,33215,271
216822, General,5,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,33095,0
216822, General,5,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,151549,0
216823,None,0,0,0,Y,HAP     ,Unaccredited,2016,Y,"Volumes, Hospital, Inpatient",Critical Access Hospital,Acute Care Only,3,1095,15
216823,None,0,0,0,Y,HAP     ,Unaccredited,2016,Y,"Volumes, Hospital, Inpatient",Critical Access Hospital,Swing,4,1460,10
216823,None,0,0,0,Y,HAP     ,Unaccredited,2016,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,7939,0
216823,None,0,0,0,Y,HAP     ,Unaccredited,2016,Y,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,10715,0
216825, General,11,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,225,82125,574
216825, General,11,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,129615,0
216825, General,11,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,223475,0
521634, General,6,4,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,125,45625,197
521634, General,6,4,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,53,19345,62
521634, General,6,4,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,35311,0
521634, General,6,4,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,51867,0
454550, General,2,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,60,21900,202
454550, General,2,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,41966,0
454550, General,2,1,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,66223,0
535598, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,6,2190,58
535598, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Inpatient, BHS",Inpatient,Mental Health,3,1095,9
535598, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,9243,0
535598, General,1,0,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,30924,0
17444, General,2,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,140,51100,297
17444, General,2,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,38646,0
17444, General,2,2,0,Y,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,72914,0
216833, General,7,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,19,6935,74
216833, General,7,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,81946,0
216833, General,7,0,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,18941,0
216835, General,12,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,55,20075,231
216835, General,12,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,29634,0
216835, General,12,1,0,N,HAP     ,Accreditation with Full Standards Compliance,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, General",0,222839,0
521637, General,8,3,0,N,HAP     ,Accreditation with Follow-up Survey,2017,N,"Volumes, Hospital, Inpatient",General Medical/Surgical Hospital,General,177,64605,402
521637, General,8,3,0,N,HAP     ,Accreditation with Follow-up Survey,2017,N,"Volumes, Hospital, Outpatient",Outpatient,"Outpatient, Hospital, Emergency Room",0,53807,0
